dataset,tissue,marker,manual annotation,manual CLname,manual CLID,manual broadtype,DeepSeek-R1 annotation,DeepSeek-R1 broadtype,DeepSeek-R1 BLEU-1,DeepSeek-R1 BLEU-2,DeepSeek-R1 BLEU-avg,DeepSeek-R1 broadtype BLEU-avg,DeepSeek-R1 BLEU-avg-final,DeepSeek-V3 annotation,DeepSeek-V3 broadtype,DeepSeek-V3 BLEU-1,DeepSeek-V3 BLEU-2,DeepSeek-V3 BLEU-avg,DeepSeek-V3 broadtype BLEU-avg,DeepSeek-V3 BLEU-avg-final,DeepSeek-R1-RAG annotation,DeepSeek-R1-RAG broadtype,DeepSeek-R1-RAG BLEU-1,DeepSeek-R1-RAG BLEU-2,DeepSeek-R1-RAG BLEU-avg,DeepSeek-R1-RAG broadtype BLEU-avg,DeepSeek-R1-RAG BLEU-avg-final,DeepSeek-V3-RAG annotation,DeepSeek-V3-RAG broadtype,DeepSeek-V3-RAG BLEU-1,DeepSeek-V3-RAG BLEU-2,DeepSeek-V3-RAG BLEU-avg,DeepSeek-V3-RAG broadtype BLEU-avg,DeepSeek-V3-RAG BLEU-avg-final,DeepSeek-R1-KG-Graph-RAG annotation,DeepSeek-R1-KG-Graph-RAG broadtype,DeepSeek-R1-KG-Graph-RAG BLEU-1,DeepSeek-R1-KG-Graph-RAG BLEU-2,DeepSeek-R1-KG-Graph-RAG BLEU-avg,DeepSeek-R1-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-R1-KG-Graph-RAG BLEU-avg-final,DeepSeek-V3-KG-Graph-RAG annotation,DeepSeek-V3-KG-Graph-RAG broadtype,DeepSeek-V3-KG-Graph-RAG BLEU-1,DeepSeek-V3-KG-Graph-RAG BLEU-2,DeepSeek-V3-KG-Graph-RAG BLEU-avg,DeepSeek-V3-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-V3-KG-Graph-RAG BLEU-avg-final
Azimuth,Motor Cortex,"HS3ST4, KCNMB2, MDFIC, C10orf11, NTM, CDH9, MARCH1, TLE4, FOXP2, KIAA1217",Layer 6b glutamatergic neuron,L6b glutamatergic cortical neuron,CL:4023038,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"FGF13, PTPRT, PRELID2, GRIA4, RELN, PTCHD4, EYA4, MYO16, FBXL7, LAMP5",Lamp5+ GABAergic neuron,lamp5 GABAergic cortical interneuron,CL:4023011,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"DOCK8, P2RY12, APBB1IP, FYB, PTPRC, TBXAS1, CX3CR1, BLNK, SLCO2B1, CSF1R",microglia / perivascular macrophage,"microglial cell,perivascular macrophage","CL:0000129,CL:0000881","microglia,macrophage/monocyte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"PLP1, ST18, CTNNA3, MBP, MOBP, RNF220, NCKAP5, ENPP2, QKI, SLC44A1",oligodendrocyte,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"VCAN, PDGFRA, OLIG1, SMOC1, COL9A1, STK32A, BCAS1, FERMT1, BCHE, ZCCHC24",oligodendrocyte precursor cell,oligodendrocyte precursor cell,CL:0002453,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"ADAMTS17, ERBB4, DPP10, ZNF804A, MYO16, BTBD11, GRIA4, SLIT2, SDK1, PVALB",Pvalb+ GABAergic neuron,pvalb GABAergic cortical interneuron,CL:4023018,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"CNR1, SLC8A1, ASIC2, CXCL14, MAML3, ADARB2, NPAS3, CNTN5, FSTL5, SNCG",Sncg+ GABAergic neuron,sncg GABAergic cortical interneuron,CL:4023015,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"GRIK1, RALYL, SST, TRHDE, GRID2, NXPH1, COL25A1, SLC8A1, SOX6, ST6GALNAC5",Sst+ GABAergic neuron,sst GABAergic cortical interneuron,CL:4023017,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"NPY, FAM46A, STAC, OTOF, NPY2R, CRHBP, ANKRD34B, NOS1, SST, CHODL",Sst+ Chodl+ GABAergic neuron,sst chodl GABAergic cortical interneuron,CL:4023121,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"GALNTL6, LRP1B, VIP, GRM7, KCNT2, THSD7A, ERBB4, SYNPR, ADARB2, SLC24A3",Vip+ GABAergic neuron,vip GABAergic cortical interneuron,CL:4023016,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Motor Cortex,"COLEC12, ITIH5, COL1A2, TBX18, EBF1, C7, COL6A2, SRPX2, FLVCR2, FMO2",vascular lepotomeningeal cell,vascular leptomeningeal cell,CL:4023051,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"UBE2C, TOP2A, CDK1, BIRC5, PBK, CDKN3, MKI67, CDC20, CCNB2, CDCA3",cycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"ACP5, APOE, HLA-DRA, TYROBP, LAPTM5, SDS, FCER1G, C1QC, C1QB, SRGN",immune,,,immune cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"RGS5, C11orf96, FABP4, CSRP2, IL24, ADIRF, NDUFA4L2, GPX3, IGFBP4, ESAM",quiescent stellate,,,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"PLVAP, RGCC, ENG, PECAM1, ESM1, SERPINE1, CLDN5, STC1, MMP1, GNG11",endothelial,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"NGFR, CDH19, UCN2, SOX10, S100A1, PLP1, TSPAN11, WNT16, SOX2, TFAP2A",schwann,Schwann cell,CL:0002573,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"COL1A1, COL1A2, COL6A3, COL3A1, TIMP3, TIMP1, CTHRC1, SFRP2, BGN, LUM",activated stellate,,,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"BHMT, VSTM2L, PHGR1, TM4SF5, ANXA13, ASGR1, DEFB1, GHRL, COL22A1, OLFML3",epsilon islet cell,pancreatic epsilon cell,CL:0005019,secretory cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"PPY, AQP3, MEIS2, ID2, GPC5-AS1, CARTPT, PRSS23, ETV1, PPY2, TUBB2A",gamma islet cell,pancreatic PP cell,CL:0002275,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"SST, RBP4, SERPINA1, RGS2, PCSK1, SEC11C, HHEX, LEPR, MDK, LY6H",delta islet cell,pancreatic D cell,CL:0000173,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"SPP1, MMP7, IGFBP7, KRT7, ANXA4, SERPINA1, LCN2, CFTR, KRT19, SERPING1",ductal,pancreatic ductal cell,CL:0002079,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"REG1A, PRSS1, CTRB2, CTRB1, REG1B, CELA3A, PRSS2, REG3A, CPA1, CLPS",acinar,acinar cell,CL:0000622,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"IAPP, INS, DLK1, INS-IGF2, G6PC2, HADH, ADCYAP1, GSN, NPTX2, C12orf75",beta islet cell,type B pancreatic cell,CL:0000169,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Pancreas,"GCG, TTR, PPP1R1A, CRYBA2, TM4SF4, MAFB, GC, GPX3, PCSK2, PEMT",alpha islet cell,pancreatic A cell,CL:0000171,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"LTBP1, ITGB3, ITGA2B, PF4, THBS1, PLEK, MED12L, PRKAR2B, RUNX1, ARHGAP6",Megakaryocytes,megakaryocyte,CL:0000556,megakaryocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"ANK2, CADM2, KCNIP4, ROBO2, NRG3, CTNNA2, MDGA2, EPHA6, RALYL, EBF1",Ganglion cells,retinal ganglion cell,CL:0000740,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"COL1A1, COL3A1, COL1A2, DCN, COL6A2, COL5A1, COL5A2, IGF2, SPARC, VCAN",Stromal cells,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"STAR, CYP17A1, SCARB1, DLK1, DHCR24, FDX1, CYP11A1, LDLR, RBM47, SH3BP5",Adrenocortical cells,cortical cell of adrenal gland,CL:0002097,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CCL21, TFPI, STAB2, PROX1, RELN, EFNA5, IGFBP7, CD36, MMRN1, LYVE1",Lymphatic endothelial cells,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CD74, SRGN, SAMHD1, CST3, AOAH, SLC9A9, CTSB, RBM47, LGMN, FTL",Myeloid cells,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"ATP11A, CPM, MECOM, SFTPB, SFTPC, FGFR2, SFTA3, ETV5, ROS1, WIF1",Bronchiolar and alveolar epithelial cells,,,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"LDB2, FLT1, COL4A2, COL4A1, PTPRM, IGFBP7, HSPG2, TCF4, PTPRB, EPAS1",Vascular endothelial cells,endothelial cell of vascular tree,CL:0002139,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CLCN5, OLFML2A, NEB, MATN2, MEGF10, FLNC, PAX7, FGFR4, CDH15, CALCR",Satellite cells,skeletal muscle satellite cell,CL:0000594,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"NPAS3, PTN, GRID2, LSAMP, GPM6A, SLC1A3, QKI, BAI3, CTNND2, PTPRZ1",Astrocytes,astrocyte,CL:0000127,astrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CHGA, CHGB, DPP6, FGF14, RGS5, AGBL4, CACNA2D3, DBH, SLC24A2, SLC18A1",Sympathoblasts,,,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"MECOM, NAALADL2, PKHD1, INADL, PAX8, GATA3, COBLL1, BMPR1B, DCDC2, PAX2",Ureteric bud cells,,,ureteric bud cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"PLXDC2, SPP1, DOCK4, SFMBT2, FRMD4A, SLC9A9, ITPR2, DOCK8, APBB1IP, IPCEF1",Microglia,microglial cell,CL:0000129,microglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"PTPRD, NTNG1, RNF220, CNTNAP2, NRXN1, TENM2, RIMS2, RBFOX1, ERC2, MEG3",Limbic system neurons,,,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"NRXN3, UNC5C, XKR4, NRXN1, NKAIN2, GRID2, CSMD1, ADARB2, ANKS1B, MSRA",Inhibitory interneurons,inhibitory interneuron,CL:0000498,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"RBFOX1, RGS5, STMN2, CACNA2D3, CHGB, KCNQ5, ALCAM, BMPR1B, CHGA, DBH",Chromaffin cells,chromaffin cell,CL:0000166,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"LSAMP, CSMD1, LHFPL3, KCND2, PCDH15, CADM2, PTPRZ1, LRRC4C, OPCML, LRP1B",Oligodendrocytes,oligodendrocyte,CL:0000128,oligodendrocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"COL3A1, POSTN, VIM, CDH11, HSPG2, EMCN, FN1, CALCRL, ENG, HMCN1",Endocardial cells,endocardial cell,CL:0002350,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CADM2, MARCH1, SYT1, EYS, RORB, FSTL5, GALNT13, MPPED2, CADPS, ZNF385B",Photoreceptor cells,photoreceptor cell,CL:0000210,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"HBG2, HBA1, HBA2, HBG1, SLC25A37, ANK1, TFRC, CD36, EPB41, SPTA1",Erythroblasts,erythroblast,CL:0000765,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"SLC35F1, ZNF536, GFRA1, CDH19, PLP1, PRIMA1, COL20A1, SOX10, MPZ, INSC",ENS glia,,,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"PTPRC, ARHGAP15, B2M, PABPC1, SKAP1, LCP1, HLA-B, FAM65B, ETS1, CD247",Lymphoid cells,lymphocyte,CL:0000542,lymphocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"TTN, MYH3, NEB, MYLPF, TPM2, MYL1, ACTC1, ACTA1, TNNC2, TNNT3",Skeletal muscle cells,cell of skeletal muscle,CL:0000188,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"AP000705.7, C3, SULF1, ALDH1A2, HHIP, MSLN, LINC00842, TFPI2, PTPRQ, SBSPON",Mesothelial cells,mesothelial cell,CL:0000077,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"RBFOX1, PTPRD, ROBO2, LRRC7, NRXN1, DLGAP1, GPM6A, NKAIN2, SOX5, TMEM108",Excitatory neurons,,,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"RORB, LGR4, SORCS1, GALNT13, CLVS1, CRB1, ILDR2, FAM184B, ADAMTS18, RP11-89K21.1",Retinal progenitors and Muller glia,"retinal progenitor cell,Mueller cell","CL:0002672,CL:0000636","progenitor cell,radial glial cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"ALB, AFP, APOA1, APOA2, SERPINA1, APOB, HBA1, AHSG, IGF2, HBG2",Hepatoblasts,hepatoblast,CL:0005026,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"LEF1, BCL11B, CALN1, TFDP2, ARHGAP15, THEMIS, SATB1, IKZF2, RUNX1, TCF7",Thymocytes,thymocyte,CL:0000893,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"DAB1, GRID2, RORA, AUTS2, BAI3, NRG1, EBF1, GRIK1, FOXP2, LPHN2",Purkinje neurons,Purkinje cell,CL:0000121,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"TENM3, FBN2, ARL15, EGFR, KANK1, ZFAT, SVEP1, RHOBTB1, RP11-30J20.1, MBNL3",Syncytiotrophoblasts and villous cytotrophoblasts,"syncytiotrophoblast cell,placental villous trophoblast","CL:0000525,CL:2000060",extraembryonic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"GPC3, KIAA1217, PALLD, MEIS2, MEIS1, FLRT2, TNC, NR2F2, KIF26B, CCBE1",Mesangial cells,mesangial cell,CL:0000650,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"COL4A2, COL3A1, COL1A1, CALD1, NOTCH3, COL6A3, BGN, RGS5, PDGFRB, ITGA1",Smooth muscle cells,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"PCSK5, APOA1, C10orf112, RAB11FIP1, LGALS3, ARID3A, THRB, CPS1, MYH14, HNF4A",Intestinal epithelial cells,intestinal epithelial cell,CL:0002563,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"ERBB4, GRIK2, RELN, NRG1, KCND2, CNTN5, NRXN1, SYT1, ROBO2, NELL2",Granule neurons,granule cell,CL:0000120,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"NRXN3, RORB, CNTN4, ONECUT1, TNR, MEGF10, MEGF11, ONECUT2, CACNG3, TFAP2B",Horizontal cells,retina horizontal cell,CL:0000745,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"NRXN3, CCSER1, CTNNA2, RBFOX1, LRRC7, MYT1L, GRIN2B, GRM5, RP11-85M11.2, MIR137HG",Inhibitory neurons,,,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"MPZ, OLFML2A, PLP1, CDH19, SOX10, FOXD3, S100B, INSC, ABCA8, NGFR",Schwann cells,Schwann cell,CL:0002573,glial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CHGA, PCSK1N, GNAS, ERO1LB, CPE, INS, CADPS, TTR, MEIS2, MAFB",Islet endocrine cells,,,secretory cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"NRXN3, MEIS2, CADM2, ZNF385D, RORB, DCC, SYT1, DSCAM, MIR181A1HG, RP11-689K5.3",Amacrine cells,amacrine cell,CL:0000561,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"ERBB4, NRXN1, LRP1B, NLGN1, LPHN3, CCSER1, PCDH9, UNC5C, STXBP5L, GRIA2",Unipolar brush cells,unipolar brush cell,CL:4023161,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CEL, SPINK1, CPA1, CTRB2, CLPS, SYCN, CPA2, GP2, CTRB1, DLK1",Acinar cells,acinar cell,CL:0000622,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"DACH1, PAX2, EYA1, HMGA2, GPC3, TRABD2B, ITGA8, PTPN14, WT1, BMPER",Metanephric cells,,,kidney cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"IGF2, SLC4A4, DLK1, ATP1B1, CFTR, FXYD2, JUN, CLU, SPINK1, H3F3B",Ductal cells,pancreatic ductal cell,CL:0002079,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"TRPM1, TYR, COL8A1, SLC38A11, LINC00276, BEST1, RP11-690J15.1, RPE65, TYRP1, PMEL",Retinal pigment cells,retinal pigment epithelial cell,CL:0002586,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"TTN, MYL7, TNNT2, TPM1, ACTC1, SLC8A1, TNNC1, MYL4, MYH7, TNNI1",Cardiomyocytes,cardiac muscle cell,CL:0000746,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"KRT19, KRT13, RAB11FIP1, ANXA1, S100A6, DSP, ELF3, PITX1, AQP3, KRT5",Squamous epithelial cells,squamous epithelial cell,CL:0000076,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CLDN18, SPINK1, RAB11FIP1, AGR2, MUC6, LYZ, ELF3, GPRC5A, PPARG, PIK3C2G",Goblet cells,goblet cell,CL:0000160,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"FN1, FLT1, ISM2, NOTUM, PAPPA2, PRG2, ADAM12, FSTL3, QSOX1, SERPINE2",Extravillous trophoblasts,extravillous trophoblast,CL:0008036,extraembryonic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"KCNQ5, EML5, ELAVL4, PHOX2B, MIR137HG, RP11-348J24.2, CNGB1, PRPH, FAM163A, NOS1",ENS neurons,enteric neuron,CL:0007011,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"PRPH, SLC5A7, SLC18A3, PIRT, SST, RP11-466P24.7, CHRNA3, GAL, RGS4, PHOX2B",Visceral neurons,visceromotor neuron,CL:0005025,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CDHR3, DNAH12, CAPS, TPPP3, LRRIQ1, C4orf22, STK33, DNAH9, AGBL4, RP11-56A10.1",Ciliated epithelial cells,ciliated epithelial cell,CL:0000067,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"C3, PRG4, CCDC80, SULF1, ITLN1, RP11-572C15.6, MSLN, CFH, AP000705.7, PLA2G2A",Epicardial fat cells,epicardial adipocyte,CL:1000309,fat cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"ESRRG, IGFBP5, FGD4, ATP4B, ATP4A, CLDN18, GIF, ARHGEF28, CLIC6, IGFBP2",Parietal and chief cells,"parietal cell,NA","CL:0000162,NA",epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"COL25A1, IGFBP3, ALB, NR1H4, HHIP, CCBE1, HGF, COLEC11, COLEC10, PTH1R",Stellate cells,,,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"GRIK1, FSTL5, ZNF385B, ZNF804B, CA10, ZPBP, FAM19A4, VSX2, TRPC7, SLC1A7",Bipolar cells,,,neuron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"GRP, SEC11C, ASCL1, GHRL, TPH1, HEPACAM2, TFF3, MS4A8, LINC00261, DDC",Neuroendocrine cells,neuroendocrine cell,CL:0000165,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"S100A9, LYPD2, LCN2, MUC4, SLPI, KRT4, CP, MUC16, CEACAM6, MUC15",Corneal and conjunctival epithelial cells,,,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"MPO, ALB, RNF220, ITGA4, RP5-964N17.1, RUNX1, ANGPT1, ARHGAP15, IQGAP2, GPR141",Hematopoietic stem cells,hematopoietic stem cell,CL:0000037,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CRYBB1, CRYAA, CRYBB2, CRYBA4, CRYBA1, CRYGC, BFSP1, LIM2, MIP, BFSP2",Lens fibre cells,lens fiber cell,CL:0011004,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"CSH1, PAPPA, ADAM12, CYP19A1, TFPI2, CSH2, CGA, PSG1, KISS1, FBLN1",Trophoblast giant cells,trophoblast giant cell,CL:0002488,extraembryonic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"RP11-114G22.1, PRSS16, TBATA, FAM163A, AC005042.5, FOXN1, PAX1, MIR205HG, LY75, NEURL2",Thymic epithelial cells,epithelial cell of thymus,CL:0002293,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Fetal Development,"RAG1, CCL19, HLA-DRA, CD74, CLNK, HLA-DRB1, HLA-DPB1, BIRC3, WDFY4, CIITA",Antigen presenting cells,professional antigen presenting cell,CL:0000145,antigen presenting cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Lung,"EMP2, AGER, GPRC5A, LMO7, RTKN2, ARHGEF26, LAMA3, DST, SPOCK2, SCEL",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Lung,"MS4A1, BANK1, LINC00926, CD79A, BLK, CD79B, VPREB3, SP140, CD22, ADAM28",B,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Lung,"KRT15, S100A2, KRT17, KRT5, KRT19, PERP, CLDN1, FHL2, DST, ITGA2",Basal,basal cell,CL:0000646,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Lung,"S100A9, S100A12, S100A8, VCAN, FCN1, CD300E, CTSS, CD99, CSF3R, METTL9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azimuth,Lung,"CD2, IL7R, TRAT1, BCL11B, ITK, CAMK4, CD6, LEF1, MALAT1, MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
